tipo;codigo;nome;unid;AC;AL;AM;AP;BA;CE;DF;ES;GO;MA;MG;MS;MT;PA;PB;PE;PI;PR;RJ;RN;RO;RR;RS;SC;SE;SP;TO
EQUIPAMENTO (AQUISIÇÃO);40519;CORTADEIRA HIDRAULICA DE VERGALHAO, PARA ACO DE DIAMETRO ATE 50 MM, MOTOR ELETRICO TRIFASICO, POTENCIA DE 5,5 HP A 7,5 HP;UN;112.740,45;118.026,12;;108.773,64;107.968,43;136.657,51;119.487,34;;;;107.512,87;118.332,49;128.161,26;113.879,36;90.278,92;113.435,19;136.042,50;125.415,36;102.760,21;125.279,83;116.194,76;93.113,66;116.054,68;;116.168,57;106.487,85;101.523,35
MATERIAL;3446;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN;35,25;;;43,57;33,71;;;;;;35,86;32,63;29,12;35,86;;;30,77;;;;30,48;;35,54;;;40,06;34,75
MATERIAL;3445;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN;28,78;;;35,57;27,52;;;;;;29,28;26,64;23,77;29,28;;;25,12;;;;24,88;;29,01;;;32,70;28,37
MATERIAL;3444;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN;17,71;;;21,89;16,94;;;;;;18,02;16,40;14,63;18,02;;;15,46;;;;15,31;;17,86;;;20,13;17,46
MATERIAL;3441;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN;8,12;;;10,04;7,77;;;;;;8,26;7,52;6,71;8,26;;;7,09;;;;7,02;;8,19;;;9,23;8,01
MATERIAL;12402;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN;99,09;;;122,48;94,76;;;;;;100,80;91,73;81,85;100,80;;;86,49;;;;85,68;;99,90;;;112,60;97,68
MATERIAL;3447;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN;51,26;;;63,37;49,02;;;;;;52,15;47,46;42,35;52,15;;;44,75;;;;44,33;;51,68;;;58,25;50,53
MATERIAL;3448;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN;144,87;;;179,06;138,53;;;;;;147,38;134,11;119,67;147,38;;;126,45;;;;125,27;;146,05;;;164,62;142,81
MATERIAL;3442;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN;12,15;;;15,01;11,62;;;;;;12,36;11,24;10,03;12,36;;;10,60;;;;10,50;;12,25;;;13,80;11,97
MATERIAL;3449;"COTOVELO 45 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4""";UN;253,85;;;313,76;242,74;;;;;;258,24;234,99;209,69;258,24;;;221,57;;;;219,50;;255,91;;;288,45;250,23
MATERIAL;37438;COTOVELO 45 GRAUS, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;276,00;;;246,08;
MATERIAL;37439;COTOVELO 45 GRAUS, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;1.804,47;;;1.608,84;
MATERIAL;37435;COTOVELO 45 GRAUS, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;32,43;;;28,92;
MATERIAL;37436;COTOVELO 45 GRAUS, PEAD PE 100, DE 40 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;38,28;;;34,13;
MATERIAL;37437;COTOVELO 45 GRAUS, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;55,36;;;49,36;
MATERIAL;3473;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2""";UN;39,86;;;49,27;38,11;;;;;;40,55;36,90;32,92;40,55;;;34,79;;;;34,46;;40,18;;;45,29;39,29
MATERIAL;3474;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/4""";UN;32,85;;;40,61;31,42;;;;;;33,42;30,41;27,14;33,42;;;28,68;;;;28,41;;33,12;;;37,33;32,39
MATERIAL;3443;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1""";UN;20,44;;;25,26;19,54;;;;;;20,79;18,92;16,88;20,79;;;17,84;;;;17,67;;20,60;;;23,22;20,15
MATERIAL;3450;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1/2""";UN;9,52;;;11,77;9,11;;;;;;9,69;8,81;7,86;9,69;;;8,31;;;;8,23;;9,60;;;10,82;9,39
MATERIAL;3453;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2 1/2""";UN;116,34;;;143,80;111,25;;;;;;118,35;107,70;96,10;118,35;;;101,55;;;;100,60;;117,29;;;132,20;114,68
MATERIAL;3452;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 2""";UN;57,42;;;70,98;54,91;;;;;;58,42;53,16;47,43;58,42;;;50,12;;;;49,65;;57,89;;;65,25;56,61
MATERIAL;3454;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3""";UN;176,95;;;218,71;169,21;;;;;;180,01;163,81;146,17;180,01;;;154,45;;;;153,01;;178,39;;;201,07;174,43
MATERIAL;3451;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4""";UN;11,39;;;14,08;10,89;;;;;;11,59;10,54;9,41;11,59;;;9,94;;;;9,85;;11,48;;;12,94;11,23
MATERIAL;3458;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN;31,95;;;39,49;30,55;;;;;;32,50;29,57;26,39;32,50;;;27,88;;;;27,62;;32,21;;;36,30;31,49
MATERIAL;3457;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN;23,98;;;29,64;22,93;;;;;;24,40;22,20;19,81;24,40;;;20,93;;;;20,74;;24,18;;;27,25;23,64
MATERIAL;3472;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN;15,30;;;18,91;14,63;;;;;;15,57;14,16;12,64;15,57;;;13,36;;;;13,23;;15,43;;;17,39;15,08
MATERIAL;3455;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN;6,81;;;8,42;6,51;;;;;;6,93;6,30;5,62;6,93;;;5,94;;;;5,89;;6,86;;;7,74;6,71
MATERIAL;3470;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN;89,21;;;110,27;85,31;;;;;;90,75;82,58;73,69;90,75;;;77,86;;;;77,14;;89,94;;;101,37;87,94
MATERIAL;3471;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN;49,02;;;60,59;46,87;;;;;;49,87;45,38;40,49;49,87;;;42,78;;;;42,39;;49,42;;;55,70;48,32
MATERIAL;3459;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN;125,83;;;155,53;120,32;;;;;;128,01;116,48;103,94;128,01;;;109,83;;;;108,80;;126,85;;;142,98;124,04
MATERIAL;3456;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN;10,19;;;12,60;9,74;;;;;;10,37;9,43;8,42;10,37;;;8,89;;;;8,81;;10,27;;;11,58;10,05
MATERIAL;3469;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4""";UN;239,30;;;295,77;228,83;;;;;;243,44;221,53;197,67;243,44;;;208,87;;;;206,92;;241,24;;;271,92;235,89
MATERIAL;3460;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5""";UN;349,17;;;431,58;333,89;;;;;;355,21;323,24;288,43;355,21;;;304,77;;;;301,93;;352,01;;;396,77;344,20
MATERIAL;3461;"COTOVELO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6""";UN;892,46;;;1.103,09;853,42;;;;;;907,89;826,18;737,21;907,89;;;778,97;;;;771,71;;899,72;;;1.014,11;879,75
MATERIAL;37433;COTOVELO 90 GRAUS, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;276,00;;;246,08;
MATERIAL;37430;COTOVELO 90 GRAUS, PEAD PE 100, DE 20 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;34,59;;;30,84;
MATERIAL;37434;COTOVELO 90 GRAUS, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;2.573,42;;;2.294,42;
MATERIAL;37431;COTOVELO 90 GRAUS, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;46,92;;;41,83;
MATERIAL;37432;COTOVELO 90 GRAUS, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO;UN;;;;;;;;;;;;;;;;;;;;;;;86,54;;;77,16;
MATERIAL;39869;"COTOVELO BRONZE/LATAO SEM ANEL DE SOLDA, BOLSA X ROSCA F, 15MM X 1/2""";UN;;;;;;;24,43;;;;;;;;;;;;;;;;;;;14,64;
MATERIAL;39870;"COTOVELO BRONZE/LATAO SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22MM X 1/2""";UN;;;;;;;37,37;;;;;;;;;;;;;;;;;;;22,39;
MATERIAL;39871;"COTOVELO BRONZE/LATAO SEM ANEL DE SOLDA, BOLSA X ROSCA F, 22MM X 3/4""";UN;;;;;;;41,89;;;;;;;;;;;;;;;;;;;25,09;
MATERIAL;12722;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 104 MM;UN;;;;;;;1.401,69;;;;;;;;;;;;;;;;;;;839,77;
MATERIAL;12714;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM;UN;;;;;;;9,15;;;;;;;;;;;;;;;;;;;5,48;
MATERIAL;12715;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM;UN;;;;;;;20,66;;;;;;;;;;;;;;;;;;;12,37;
MATERIAL;12716;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM;UN;;;;;;;35,48;;;;;;;;;;;;;;;;;;;21,25;
MATERIAL;12717;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM;UN;;;;;;;69,73;;;;;;;;;;;;;;;;;;;41,78;
MATERIAL;12718;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM;UN;;;;;;;107,02;;;;;;;;;;;;;;;;;;;64,12;
MATERIAL;12719;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM;UN;;;;;;;169,89;;;;;;;;;;;;;;;;;;;101,78;
MATERIAL;12720;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM;UN;;;;;;;591,55;;;;;;;;;;;;;;;;;;;354,41;
MATERIAL;12721;COTOVELO DE COBRE 90 GRAUS SEM ANEL DE SOLDA, BOLSA X BOLSA, 79 MM;UN;;;;;;;567,26;;;;;;;;;;;;;;;;;;;339,85;
MATERIAL;3468;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1""";UN;41,70;;;51,54;39,88;;;;;;42,42;38,60;34,45;42,42;;;36,40;;;;36,06;;42,04;;;47,39;41,11
MATERIAL;3465;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 3/4""";UN;41,69;;;51,53;39,86;;;;;;42,41;38,59;34,43;42,41;;;36,39;;;;36,05;;42,03;;;47,37;41,09
MATERIAL;12403;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1""";UN;29,71;;;36,73;28,41;;;;;;30,23;27,51;24,54;30,23;;;25,93;;;;25,69;;29,95;;;33,76;29,29
MATERIAL;3463;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 1/2""";UN;17,36;;;21,46;16,60;;;;;;17,66;16,07;14,34;17,66;;;15,15;;;;15,01;;17,50;;;19,73;17,11
MATERIAL;3464;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 3/4""";UN;17,36;;;21,46;16,60;;;;;;17,66;16,07;14,34;17,66;;;15,15;;;;15,01;;17,50;;;19,73;17,11
MATERIAL;3466;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2""";UN;105,88;;;130,87;101,25;;;;;;107,71;98,02;87,46;107,71;;;92,41;;;;91,55;;106,74;;;120,31;104,37
MATERIAL;3467;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2""";UN;59,80;;;73,91;57,18;;;;;;60,83;55,35;49,39;60,83;;;52,19;;;;51,70;;60,28;;;67,95;58,94
MATERIAL;3462;"COTOVELO DE REDUCAO 90 GRAUS DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2""";UN;11,45;;;14,16;10,95;;;;;;11,65;10,60;9,46;11,65;;;10,00;;;;9,90;;11,55;;;13,01;11,29
MATERIAL;37416;COTOVELO/JOELHO 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 X 20 MM - LIGACAO PREDIAL DE AGUA;UN;;;;;;;;;;;3,84;;;;;;;;;;;;5,88;;;3,41;
MATERIAL;37417;COTOVELO/JOELHO 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 32 X 32 MM - LIGACAO PREDIAL DE AGUA;UN;;;;;;;;;;;5,52;;;;;;;;;;;;8,45;;;4,90;
MATERIAL;37413;"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 MM X 1/2"" - LIGACAO PREDIAL DE AGUA";UN;;;;;;;;;;;4,10;;;;;;;;;;;;6,28;;;3,65;
MATERIAL;37414;"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 20 MM X 3/4"" - LIGACAO PREDIAL DE AGUA";UN;;;;;;;;;;;4,66;;;;;;;;;;;;7,13;;;4,14;
MATERIAL;37415;"COTOVELO/JOELHO COM ADAPTADOR, 90 GRAUS, EM POLIPROPILENO, PN 16, PARA TUBOS PEAD, 32 MM X 1"" - LIGACAO PREDIAL DE AGUA";UN;;;;;;;;;;;8,46;;;;;;;;;;;;12,96;;;7,52;
MATERIAL;43590;CREMONA RETANGULAR INJETADA LISA COM CHAVE, COM CASTANHA / ALCA, EM LATAO, COM ACABAMENTO CROMADO, DE SOBREPOR / EMBUTIR;UN;163,54;152,13;159,43;151,75;160,72;164,30;151,37;148,17;173,35;148,33;158,97;174,19;203,47;170,76;159,74;170,76;159,28;148,55;166,58;144,22;182,94;136,92;162,32;174,72;174,87;138,74;159,74
MATERIAL;43589;CREMONA RETANGULAR INJETADA LISA, COM CASTANHA / ALCA, EM LATAO, COM ACABAMENTO CROMADO, DE SOBREPOR / EMBUTIR;UN;29,59;27,52;28,84;27,45;29,08;29,72;27,38;26,81;31,36;26,83;28,76;31,51;36,81;30,89;28,90;30,89;28,81;26,87;30,14;26,09;33,10;24,77;29,37;31,61;31,64;25,10;28,90
MATERIAL;34519;CRUZETA DE CONCRETO LEVE, COMP. 2000 MM SECAO, 90 X 90 MM;UN;;86,09;;;101,76;;;111,41;;;126,60;110,16;;126,60;;;113,43;;;;145,03;;96,82;;;82,84;
MATERIAL;1649;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2""";UN;75,34;;;93,12;72,05;;;;;;76,64;69,75;62,23;76,64;;;65,76;;;;65,15;;75,95;;;85,61;74,27
MATERIAL;1653;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4""";UN;59,01;;;72,94;56,43;;;;;;60,03;54,63;48,75;60,03;;;51,51;;;;51,03;;59,49;;;67,06;58,17
MATERIAL;1648;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1""";UN;40,58;;;50,15;38,80;;;;;;41,28;37,56;33,52;41,28;;;35,42;;;;35,09;;40,91;;;46,11;40,00
MATERIAL;1647;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2""";UN;21,13;;;26,12;20,21;;;;;;21,50;19,56;17,45;21,50;;;18,44;;;;18,27;;21,30;;;24,01;20,83
MATERIAL;1651;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2""";UN;188,24;;;232,67;180,01;;;;;;191,50;174,26;155,49;191,50;;;164,30;;;;162,77;;189,77;;;213,90;185,56
MATERIAL;1650;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2""";UN;104,05;;;128,61;99,50;;;;;;105,85;96,32;85,95;105,85;;;90,82;;;;89,97;;104,90;;;118,23;102,57
MATERIAL;1652;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3""";UN;270,17;;;333,94;258,36;;;;;;274,85;250,11;223,18;274,85;;;235,82;;;;233,62;;272,37;;;307,01;266,33
MATERIAL;1654;"CRUZETA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4""";UN;29,01;;;35,85;27,74;;;;;;29,51;26,85;23,96;29,51;;;25,32;;;;25,08;;29,24;;;32,96;28,59
MATERIAL;10510;CRUZETA DE MADEIRA TRATADA, *90 X 115 X 2400* MM, EM EUCALIPTO OU EQUIVALENTE DA REGIAO;UN;;;;167,31;180,71;;146,98;;162,30;;133,14;225,19;182,33;;;197,21;;193,97;180,71;;189,69;;233,29;139,77;;155,23;
MATERIAL;1744;"CUBA ACO INOX (AISI 304) DE EMBUTIR COM VALVULA 3 1/2 "", DE *40 X 34 X 12* CM";UN;161,61;141,44;137,24;165,90;122,66;118,18;140,94;165,20;127,33;149,73;150,28;138,13;164,58;159,04;157,47;151,89;124,20;165,70;152,61;126,97;162,99;157,74;165,20;123,61;132,55;127,02;147,74
MATERIAL;1743;"CUBA ACO INOX (AISI 304) DE EMBUTIR COM VALVULA 3 1/2 "", DE *46 X 30 X 12* CM";UN;212,22;185,74;180,22;217,86;161,07;155,19;185,08;216,94;167,21;196,62;197,35;181,39;216,12;208,85;206,78;199,45;163,10;217,59;200,40;166,73;214,04;207,14;216,94;162,32;174,06;166,80;194,01
MATERIAL;1747;"CUBA ACO INOX (AISI 304) DE EMBUTIR COM VALVULA DE 3 1/2 "", DE *56 X 33 X 12* CM";UN;233,32;204,20;198,14;239,52;177,08;170,62;203,48;238,50;183,83;216,17;216,97;199,42;237,61;229,61;227,34;219,28;179,32;239,22;220,33;183,30;235,31;227,74;238,50;178,45;191,36;183,38;213,30
MATERIAL;39640;CUMEEIRA ARTICULADA (ABA INFERIOR) PARA TELHA ONDULADA DE FIBROCIMENTO E = 4 MM, ABA *330* MM, COMPRIMENTO 500 MM (SEM AMIANTO);UN;18,86;17,81;24,58;8,54;12,98;17,80;10,46;11,94;13,05;20,94;10,98;12,55;13,31;22,73;16,89;15,91;13,82;12,13;13,10;16,68;12,04;21,56;12,57;11,48;16,80;11,35;16,06
MATERIAL;7216;CUMEEIRA NORMAL PARA TELHA ESTRUTURAL DE FIBROCIMENTO 2 ABAS, E = 6 MM, DE 1050 X 935 MM (SEM AMIANTO);UN;101,29;95,70;132,01;45,88;69,75;95,64;56,18;64,17;70,10;112,47;58,99;67,44;71,48;122,10;90,74;85,45;74,25;65,19;70,37;89,62;64,68;115,81;67,55;61,70;90,24;60,95;86,26
MATERIAL;20235;CUMEEIRA NORMAL PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 300 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN;81,44;76,94;106,13;36,88;56,07;76,89;45,17;51,59;56,36;90,43;47,43;54,22;57,47;98,17;72,96;68,70;59,70;52,41;56,57;72,05;52,00;93,11;54,31;49,60;72,55;49,00;69,35
MATERIAL;7181;CUMEEIRA PARA TELHA CERAMICA, COMPRIMENTO DE *41* CM, RENDIMENTO DE *3* TELHAS/M;UN;4,08;2,28;4,08;4,40;2,77;3,23;4,08;2,20;4,66;3,17;7,77;4,08;7,77;3,38;2,48;3,56;2,42;4,08;7,45;2,70;9,32;4,08;6,93;4,08;2,79;6,34;3,88
MATERIAL;40742;CUMEEIRA PARA TELHA DE CONCRETO, PARA 2 AGUAS DE TELHADO, COR CINZA, RENDIMENTO DE *3* TELHAS/M;UN;17,84;10,28;11,97;13,09;9,16;12,34;13,43;11,59;11,97;13,09;12,64;13,39;13,69;13,46;11,22;11,11;9,61;10,10;10,10;13,39;14,96;14,21;13,39;12,72;10,10;11,22;13,17
MATERIAL;7214;CUMEEIRA SHED PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 280 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN;98,92;93,45;128,91;44,80;68,11;93,40;54,86;62,67;68,45;109,83;57,61;65,85;69,80;119,24;88,61;83,45;72,51;63,66;68,71;87,51;63,16;113,09;65,96;60,25;88,12;59,52;84,24
MATERIAL;7219;CUMEEIRA UNIVERSAL PARA TELHA ONDULADA DE FIBROCIMENTO, E = 6 MM, ABA 210 MM, COMPRIMENTO 1100 MM (SEM AMIANTO);UN;87,74;82,89;114,34;39,74;60,41;82,84;48,66;55,58;60,71;97,42;51,10;58,41;61,91;105,76;78,60;74,02;64,31;56,46;60,95;77,62;56,02;100,31;58,51;53,44;78,16;52,79;74,72
MATERIAL;2628;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 100 MM (4"")";UN;230,52;;;;172,83;;200,27;162,68;185,15;184,71;266,38;175,42;254,50;251,04;179,96;;;233,54;211,29;168,30;;;262,92;361,01;126,38;192,49;132,43
MATERIAL;2622;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 15 MM (1/2""), ESPESSURA DE 1,50 MM";UN;5,47;;;;4,10;;4,75;3,86;4,39;4,38;6,32;4,16;6,04;5,96;4,27;;;5,54;5,02;3,99;;;6,24;8,57;3,00;4,57;3,14
MATERIAL;2623;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 20 MM (3/4""), ESPESSURA DE 1,50 MM";UN;6,59;;;;4,94;;5,72;4,65;5,29;5,28;7,61;5,01;7,27;7,17;5,14;;;6,67;6,04;4,81;;;7,51;10,32;3,61;5,50;3,78
MATERIAL;2624;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 25 MM (1""), ESPESSURA DE 1,50 MM";UN;10,48;;;;7,85;;9,10;7,39;8,41;8,39;12,11;7,97;11,57;11,41;8,18;;;10,61;9,60;7,65;;;11,95;16,41;5,74;8,75;6,02
MATERIAL;2625;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 32 MM (1 1/4""), ESPESSURA DE 1,50 MM";UN;22,12;;;;16,58;;19,21;15,61;17,76;17,72;25,56;16,83;24,42;24,09;17,27;;;22,41;20,27;16,15;;;25,23;34,64;12,12;18,47;12,70
MATERIAL;2626;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 40 MM (1 1/2""), ESPESSURA DE 1,50 MM";UN;32,41;;;;24,30;;28,16;22,87;26,03;25,97;37,45;24,66;35,78;35,29;25,30;;;32,83;29,70;23,66;;;36,97;50,76;17,77;27,06;18,62
MATERIAL;2630;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 50 MM (2"")";UN;49,29;;;;36,96;;42,82;34,78;39,59;39,50;56,96;37,51;54,42;53,68;38,48;;;49,94;45,18;35,99;;;56,22;77,20;27,02;41,16;28,32
MATERIAL;2627;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 65 MM (2 1/2"")";UN;86,83;;;;65,10;;75,43;61,27;69,74;69,57;100,33;66,07;95,86;94,56;67,78;;;87,97;79,58;63,39;;;99,03;135,98;47,60;72,50;49,88
MATERIAL;2629;"CURVA 135 GRAUS PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, COM ROSCA, DIAMETRO DE 80 MM (3"")";UN;117,44;;;;88,05;;102,03;82,88;94,32;94,10;135,71;89,37;129,65;127,89;91,68;;;118,98;107,64;85,74;;;133,95;183,92;64,38;98,07;67,47
MATERIAL;1880;"CURVA 135 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO";UN;2,83;2,55;3,46;3,90;2,95;2,45;3,75;3,44;1,94;3,65;3,98;2,59;3,60;4,08;1,85;4,81;3,12;5,67;4,23;2,89;2,88;3,60;3,71;3,30;2,28;2,46;3,35
MATERIAL;39274;"CURVA 135 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 3/4"", PARA ELETRODUTO";UN;2,20;1,97;2,68;3,03;2,29;1,90;2,91;2,66;1,51;2,83;3,08;2,01;2,79;3,17;1,43;3,73;2,42;4,40;3,28;2,24;2,23;2,79;2,88;2,56;1,77;1,91;2,60
MATERIAL;12033;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1 1/2"", PARA ELETRODUTO";UN;9,05;8,13;11,05;12,47;9,44;7,82;11,97;10,97;6,21;11,66;12,70;8,28;11,51;13,04;5,91;15,35;9,97;18,11;13,50;9,24;9,21;11,51;11,85;10,55;7,29;7,86;10,70
MATERIAL;40408;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1 1/4"", PARA ELETRODUTO";UN;5,95;5,34;7,26;8,19;6,20;5,14;7,86;7,21;4,08;7,66;8,34;5,44;7,56;8,57;3,88;10,08;6,55;11,90;8,87;6,07;6,05;7,56;7,79;6,93;4,79;5,16;7,03
MATERIAL;39276;"CURVA 180 GRAUS, DE PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO";UN;5,36;4,81;6,54;7,38;5,59;4,63;7,09;6,49;3,68;6,90;7,52;4,90;6,81;7,72;3,49;9,08;5,90;10,72;7,99;5,47;5,45;6,81;7,02;6,24;4,31;4,65;6,34
